display_name,display_name_short,export,maximum,measure_id,metadata_id,minimum,name,objective_function,objective_function_group,objective_function_index,output,perturbable,pivot,static_value,units,value_type,visualize,measure_name,measure_display_name,type_of_variable
hours_cooling_setpoint_not_met,hours_cooling_setpoint_not_met,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.hours_cooling_setpoint_not_met,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
hours_heating_setpoint_not_met,hours_heating_setpoint_not_met,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.hours_heating_setpoint_not_met,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
hvac_cooling_capacity_w,hvac_cooling_capacity_w,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.hvac_cooling_capacity_w,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
hvac_heating_capacity_w,hvac_heating_capacity_w,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.hvac_heating_capacity_w,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
hvac_heating_supp_capacity_w,hvac_heating_supp_capacity_w,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.hvac_heating_supp_capacity_w,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_central_system_heating_therm,natural_gas_central_system_heating_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_central_system_heating_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_clothes_dryer_therm,natural_gas_clothes_dryer_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_clothes_dryer_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_cooking_range_therm,natural_gas_cooking_range_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_cooking_range_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_fireplace_therm,natural_gas_fireplace_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_fireplace_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_grill_therm,natural_gas_grill_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_grill_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_heating_therm,natural_gas_heating_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_heating_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_hot_tub_heater_therm,natural_gas_hot_tub_heater_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_hot_tub_heater_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_interior_equipment_therm,natural_gas_interior_equipment_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_interior_equipment_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_lighting_therm,natural_gas_lighting_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_lighting_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_pool_heater_therm,natural_gas_pool_heater_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_pool_heater_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
natural_gas_water_systems_therm,natural_gas_water_systems_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.natural_gas_water_systems_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
net_site_electricity_kwh,net_site_electricity_kwh,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.net_site_electricity_kwh,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
net_site_energy_mbtu,net_site_energy_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.net_site_energy_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_01_cost_usd,option_01_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_01_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_01_lifetime_yrs,option_01_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_01_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_02_cost_usd,option_02_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_02_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_02_lifetime_yrs,option_02_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_02_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_03_cost_usd,option_03_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_03_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_03_lifetime_yrs,option_03_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_03_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_04_cost_usd,option_04_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_04_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_04_lifetime_yrs,option_04_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_04_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_05_cost_usd,option_05_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_05_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_05_lifetime_yrs,option_05_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_05_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_06_cost_usd,option_06_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_06_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_06_lifetime_yrs,option_06_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_06_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_07_cost_usd,option_07_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_07_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_07_lifetime_yrs,option_07_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_07_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_08_cost_usd,option_08_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_08_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_08_lifetime_yrs,option_08_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_08_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_09_cost_usd,option_09_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_09_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_09_lifetime_yrs,option_09_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_09_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_10_cost_usd,option_10_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_10_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_10_lifetime_yrs,option_10_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_10_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_11_cost_usd,option_11_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_11_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_11_lifetime_yrs,option_11_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_11_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_12_cost_usd,option_12_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_12_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_12_lifetime_yrs,option_12_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_12_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_13_cost_usd,option_13_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_13_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_13_lifetime_yrs,option_13_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_13_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_14_cost_usd,option_14_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_14_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_14_lifetime_yrs,option_14_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_14_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_15_cost_usd,option_15_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_15_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_15_lifetime_yrs,option_15_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_15_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_16_cost_usd,option_16_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_16_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_16_lifetime_yrs,option_16_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_16_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_17_cost_usd,option_17_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_17_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_17_lifetime_yrs,option_17_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_17_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_18_cost_usd,option_18_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_18_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_18_lifetime_yrs,option_18_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_18_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_19_cost_usd,option_19_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_19_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_19_lifetime_yrs,option_19_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_19_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_20_cost_usd,option_20_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_20_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_20_lifetime_yrs,option_20_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_20_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_21_cost_usd,option_21_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_21_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_21_lifetime_yrs,option_21_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_21_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_22_cost_usd,option_22_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_22_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_22_lifetime_yrs,option_22_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_22_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_23_cost_usd,option_23_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_23_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_23_lifetime_yrs,option_23_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_23_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_24_cost_usd,option_24_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_24_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_24_lifetime_yrs,option_24_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_24_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_25_cost_usd,option_25_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_25_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
option_25_lifetime_yrs,option_25_lifetime_yrs,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.option_25_lifetime_yrs,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
propane_central_system_heating_mbtu,propane_central_system_heating_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.propane_central_system_heating_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
propane_clothes_dryer_mbtu,propane_clothes_dryer_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.propane_clothes_dryer_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
propane_cooking_range_mbtu,propane_cooking_range_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.propane_cooking_range_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
propane_heating_mbtu,propane_heating_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.propane_heating_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
propane_interior_equipment_mbtu,propane_interior_equipment_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.propane_interior_equipment_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
propane_water_systems_mbtu,propane_water_systems_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.propane_water_systems_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
roof_area_ft_2,roof_area_ft_2,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.roof_area_ft_2,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
size_cooling_system_kbtu_h,size_cooling_system_kbtu_h,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.size_cooling_system_kbtu_h,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
size_heating_system_kbtu_h,size_heating_system_kbtu_h,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.size_heating_system_kbtu_h,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
size_water_heater_gal,size_water_heater_gal,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.size_water_heater_gal,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
total_site_electricity_kwh,total_site_electricity_kwh,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.total_site_electricity_kwh,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
total_site_energy_mbtu,total_site_energy_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.total_site_energy_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
total_site_fuel_oil_mbtu,total_site_fuel_oil_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.total_site_fuel_oil_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
total_site_natural_gas_therm,total_site_natural_gas_therm,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.total_site_natural_gas_therm,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
total_site_propane_mbtu,total_site_propane_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.total_site_propane_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
total_site_wood_mbtu,total_site_wood_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.total_site_wood_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
upgrade_cost_usd,upgrade_cost_usd,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.upgrade_cost_usd,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
upgrade_name,upgrade_name,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.upgrade_name,false,,,true,false,false,,,string,true,simulation_output_report,Simulation Output Report,output
wall_area_above_grade_conditioned_ft_2,wall_area_above_grade_conditioned_ft_2,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.wall_area_above_grade_conditioned_ft_2,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
wall_area_above_grade_exterior_ft_2,wall_area_above_grade_exterior_ft_2,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.wall_area_above_grade_exterior_ft_2,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
wall_area_below_grade_ft_2,wall_area_below_grade_ft_2,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.wall_area_below_grade_ft_2,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
window_area_ft_2,window_area_ft_2,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.window_area_ft_2,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
wood_heating_mbtu,wood_heating_mbtu,true,,7fd8cda4-ef54-49a5-9d93-c75252d8bc43,,,simulation_output_report.wood_heating_mbtu,false,,,true,false,false,,,double,true,simulation_output_report,Simulation Output Report,output
