heatingload,fanratio
7.9471068,0.037577007
7.0290208,0.042339813
7.3269925,0.040723782
7.2064672,0.041336652
7.1054935,0.041909631
7.1839275,0.04145157
6.9707103,0.042718161
7.1514096,0.041665878
7.3100495,0.040786751
7.0200944,0.042439353
7.1683245,0.041548029
7.1902847,0.041454375
7.1898909,0.041458081
6.9067101,0.043132342
7.087091,0.042040948
7.3764648,0.040435534
7.3025446,0.040833712
7.6743107,0.038952403
7.8328948,0.038130812
8.1001377,0.036887471
8.0779123,0.03699543
8.0738497,0.037022457
8.2030354,0.03644212
8.6309624,0.034677163
9.1724844,0.032666046
9.5196772,0.031476196
9.6785345,0.030959565
9.8239851,0.030501189
9.9194975,0.0302075
9.9832516,0.030014591
9.8816223,0.030323282
9.8054733,0.030541055
9.5398712,0.031406749
8.68859,0.034465242
7.7187719,0.038742114
6.9760671,0.04279891
6.2108989,0.04788623
5.655232,0.052396677
5.1768184,0.057030164
5.0796981,0.058113493
5.2000337,0.056802515
5.4343796,0.054646563
5.6332822,0.052676566
6.0254493,0.049340241
6.3354883,0.046985295
6.3750858,0.0467005
6.3553634,0.04681287
6.7177153,0.044368435
7.1277227,0.041875448
7.4098258,0.040308066
7.7960076,0.03843059
7.8874087,0.03791507
7.5988507,0.039318517
7.8493872,0.038080398
8.1466255,0.036719009
8.1726341,0.036612824
7.8152924,0.038265236
6.9305916,0.043041281
5.8253932,0.050990745
4.8547769,0.060853321
3.9217582,0.07398615
3.2763948,0.087047659
2.8810244,0.098198041
2.7618446,0.10234393
3.0597243,0.093596131
3.1721697,0.091006786
3.1696465,0.090861805
3.1794403,0.090621985
3.2989407,0.087517492
3.3952045,0.08536651
3.6197135,0.080542162
3.9723949,0.073765181
4.1581888,0.070696659
4.2758727,0.068823211
4.3027716,0.068538241
4.2989607,0.068445504
4.4182553,0.066637084
4.5777535,0.064364009
4.6681671,0.063146941
5.0602121,0.058254465
5.9019866,0.050315604
6.3071556,0.047141779
6.8304033,0.043587424
7.0496769,0.042265624
6.727438,0.044292491
6.8794718,0.043323152
6.9002657,0.043207157
7.718719,0.038690664
8.5274506,0.035076603
8.7957287,0.034066901
9.1701031,0.03267039
9.2825813,0.032273892
9.7888069,0.030605409
10.419734,0.028754286
10.974893,0.027295195
11.475251,0.026111873
11.795057,0.025404135
11.981705,0.025008395
12.423459,0.024119146
13.48175,0.02222584
13.437723,0.02229866
13.238629,0.022634007
13.095554,0.022881294
13.113792,0.022842577
12.878359,0.023267189
12.236076,0.024488505
10.718269,0.027956307
10.815965,0.02770379
10.804232,0.027732557
10.450276,0.028672943
9.4226904,0.031800177
9.2764988,0.032301325
9.4811192,0.031604204
9.7765217,0.030648254
10.094397,0.029671654
10.477385,0.028596641
10.722629,0.027944941
11.091505,0.027015068
11.635247,0.02575306
12.947615,0.023142735
13.029496,0.022997299
12.944057,0.023149097
12.922209,0.023188235
12.934951,0.023165394
13.043503,0.022972604
13.050721,0.022959897
12.971444,0.02310022
12.970672,0.023101596
12.775614,0.02345431
10.790696,0.027764298
9.8056335,0.030554343
8.9774151,0.033373874
8.3982601,0.035668418
7.7799015,0.038495939
7.2337666,0.041342977
7.2836208,0.041046228
7.7615399,0.038538519
8.1326113,0.036838919
8.2586746,0.036281399
8.4353914,0.035506856
8.6671352,0.034548908
9.2407713,0.032425776
9.6738043,0.030969718
10.001572,0.029954502
11.582339,0.025870699
12.467423,0.024034094
12.658916,0.023670526
12.540168,0.023894673
12.457932,0.024052406
12.369394,0.024224566
12.165327,0.024630921
10.750767,0.027868254
10.317433,0.029040674
9.5152273,0.031485025
7.8148651,0.038327049
6.6882381,0.044703141
6.2547731,0.047682244
6.0127702,0.049484324
5.8635702,0.050713446
6.0202236,0.049426686
6.2753096,0.04743458
6.2899542,0.047450237
6.0648303,0.049112286
5.992939,0.049710173
6.025228,0.049445011
6.1358747,0.048590738
6.4630356,0.046179663
6.9534168,0.042989638
7.3852606,0.040479496
7.6054783,0.039324462
7.9449902,0.037713133
8.3158159,0.036032617
8.5187063,0.035174731
8.6354427,0.034698542
8.9238806,0.033570603
9.2075243,0.032538563
8.9319515,0.0335458
7.8867683,0.037977427
6.7995243,0.043941669
5.8864894,0.050609123
5.0353703,0.058692489
4.3798633,0.066714451
3.9646399,0.073253356
4.0144467,0.072702818
4.4631329,0.065833226
5.1026764,0.058129907
5.3901758,0.055125974
5.7114253,0.05205708
6.027534,0.049392868
6.3018212,0.047278695
6.6669474,0.044738699
6.9254551,0.043098532
7.0362301,0.042431682
7.1216216,0.041927032
7.0375996,0.042525422
6.9293327,0.043083228
6.9903908,0.042700063
7.3172116,0.040825199
7.5302038,0.039705116
7.557704,0.039527651
7.3551855,0.040624522
7.2887526,0.040971402
6.8353477,0.04366016
6.1238942,0.048673127
5.6528459,0.05256214
5.7662921,0.051520795
5.5717049,0.053293046
5.5164118,0.053781591
5.8610454,0.050670583
5.8546491,0.050879713
5.8249154,0.05101455
5.9129109,0.050294608
6.1238294,0.048598215
6.6191311,0.045046035
7.0351801,0.042422369
7.3985548,0.04038262
7.9283252,0.037736628
8.4873323,0.035298292
8.9968748,0.033305258
9.4015675,0.031871624
9.8353386,0.030465979
10.106444,0.029648729
10.058403,0.029788267
10.211968,0.029336581
10.029091,0.029877406
8.8178091,0.033973511
7.4164095,0.040352948
6.5503621,0.045615647
6.1142974,0.04872337
5.8123465,0.051133379
5.5179195,0.053776871
5.320085,0.055768523
5.6486368,0.05259173
6.3894548,0.046756983
6.9263268,0.043121625
7.3291206,0.040794294
7.6504278,0.039101522
8.0847569,0.037046507
8.474247,0.035348184
8.8418856,0.033889063
8.9244289,0.033575617
8.8293018,0.033937361
9.1508703,0.032744776
9.2516098,0.032388225
9.003335,0.03328136
8.5115509,0.035170507
7.9916563,0.037422702
7.6949625,0.038784441
7.650631,0.039050095
7.3905315,0.040394478
6.5706563,0.045346636
5.5952654,0.053054933
4.4969249,0.065393366
3.8233299,0.075953126
3.1757469,0.090164989
2.5359759,0.11066481
2.438462,0.11488868
2.8496172,0.10067102
3.0017953,0.096092053
2.9382792,0.09795098
3.1605279,0.091453813
3.4192836,0.085301347
3.5986578,0.081201479
3.7011611,0.07899908
3.7390652,0.078332722
3.7479048,0.078037605
3.8213873,0.076718137
3.7223914,0.078527115
3.5319061,0.082540244
3.5176105,0.08275006
3.4102774,0.085016221
3.2974064,0.087654367
3.2104206,0.089926258
2.7453523,0.10382897
2.3568554,0.11874351
2.0550478,0.13262212
1.4401608,0.1690353
1.37044,0.16787985
1.6278075,0.1567571
1.974524,0.1383715
2.0875144,0.13238253
2.0984111,0.13200703
1.9420769,0.14074765
2.0313709,0.13582422
2.0827527,0.1328491
1.9982983,0.13827927
2.1807775,0.12862657
2.5119708,0.11328843
2.6680973,0.10745358
3.7133884,0.078528747
4.7280951,0.062498268
5.0254631,0.058895148
5.3394446,0.055527844
5.1595535,0.057434928
5.4651022,0.054240182
6.2621503,0.04747979
5.9733949,0.049760602
5.2403398,0.056539297
5.3744173,0.055216089
5.585814,0.053181332
5.491991,0.054022491
5.4766107,0.054183893
5.3170238,0.055796884
5.3395014,0.055530187
5.6190801,0.052823242
5.950767,0.050030887
6.0216036,0.049407657
6.1082749,0.048702549
6.4015169,0.046534114
6.7299504,0.044369347
7.3762827,0.040484559
7.8408384,0.038114667
8.1082821,0.03690109
8.5126572,0.035183199
8.7955294,0.034067672
8.9985237,0.033299152
9.2788029,0.032290597
9.42768,0.031783346
9.32269,0.03214078
9.3864193,0.031914696
9.1958599,0.032578848
8.0225668,0.037322361
6.7932563,0.043996267
6.0304885,0.049464166
5.5503311,0.053515468
5.4920607,0.053990837
5.5078101,0.053872272
6.0337729,0.049307935
6.4705381,0.046032347
6.7295275,0.044421405
6.6535931,0.044859946
6.6404939,0.044961438
6.7394042,0.044295821
6.8788538,0.043414719
7.1446891,0.041811686
7.4817281,0.039963432
7.5817447,0.039405748
7.510818,0.039766673
7.29776,0.041020062
7.4253607,0.040232163
7.3117743,0.040838145
7.0681243,0.042219937
6.856142,0.043493282
6.7110987,0.044429466
6.6153073,0.045074906
6.1952639,0.04803209
5.6109428,0.052857652
4.9447966,0.059820611
4.1617484,0.070301794
3.4229717,0.083909839
2.6843898,0.10430759
2.3039865,0.11967509
2.263813,0.12229382
2.5640869,0.11064622
2.9109521,0.098665543
3.0316494,0.095046088
3.12325,0.092377782
3.3870945,0.085812934
3.52125,0.082855009
3.7267227,0.078541689
3.7801995,0.077545427
3.9146578,0.074980997
4.0334916,0.072992131
4.0430236,0.07270056
4.2092066,0.069901131
4.2986913,0.06852366
3.9884744,0.073497951
3.7262614,0.078210413
3.4252675,0.084742375
2.9482372,0.097135663
2.2423937,0.12209295
1.5442516,0.15714064
1.220944,0.16662446
1.0938226,0.1640164
0.92825192,0.16158111
0.80300826,0.16028386
0.81136066,0.16165434
0.92119056,0.16417328
0.99196041,0.16623273
1.0956182,0.17216584
1.1263645,0.16962409
1.142158,0.16591783
1.1694822,0.16551726
1.2054019,0.16559505
1.2603999,0.16632307
1.274727,0.16673557
1.2390548,0.16665849
1.3118948,0.16797118
1.7352175,0.14952293
1.9825124,0.1404053
1.8216929,0.14924791
1.7747056,0.15140928
1.8511829,0.14725286
1.8500686,0.14731303
1.8791345,0.14606301
1.9032398,0.14453028
1.8128309,0.15007038
1.7181685,0.15610303
1.6886271,0.15820384
1.7752149,0.15238346
1.8352549,0.14819674
1.7037189,0.15611739
1.5685146,0.16451377
1.5914931,0.16371241
1.6139599,0.16224936
1.65438,0.16030708
1.7645329,0.1538225
1.8620583,0.14773628
1.936062,0.14331163
1.9954654,0.14006098
1.99102,0.14046369
1.9538616,0.14224845
1.9897033,0.14002281
1.9796548,0.14040738
2.1566739,0.12942331
2.4663889,0.11455986
2.5272534,0.11247861
2.4122858,0.11697327
2.1449571,0.12877356
1.9442381,0.14006755
1.5473878,0.16278063
1.0601182,0.16690363
0.86282009,0.16452824
0.72203243,0.16387999
0.70543325,0.16458438
0.85548937,0.16997653
1.0676733,0.18202218
1.2784193,0.17920522
1.5777277,0.16271962
1.9232653,0.14191653
2.3473246,0.12034998
2.9275136,0.098689586
3.3139138,0.088143326
3.5699394,0.082044043
3.7493906,0.078506529
3.9708202,0.074129015
4.0496597,0.072690271
3.8143644,0.07695125
3.5826261,0.081540294
3.4593112,0.084137216
3.408673,0.085377604
3.2646885,0.088952564
3.0592422,0.094327793
2.832129,0.10129581
2.664896,0.10732456
2.5936737,0.10971017
2.6519322,0.10759097
2.8299773,0.10155841
2.9427409,0.097694606
2.90115,0.099264093
2.6683128,0.10706978
2.5264854,0.11264744
2.6448488,0.10797019
2.7190461,0.1054319
2.8121381,0.10237946
2.884367,0.099986911
2.560869,0.1118626
1.7175506,0.14944887
1.3901902,0.16710356
1.3468785,0.16583844
1.2819707,0.16351621
1.2186073,0.16120206
1.1638061,0.16184157
1.157261,0.16321829
1.1977799,0.16485278
1.2315712,0.16573584
1.2030461,0.16563623
1.141384,0.16500546
1.0912511,0.16503488
1.1232229,0.16615294
1.1382122,0.16660468
1.190061,0.16723844
1.1975979,0.16754763
1.1705528,0.16804454
1.4275464,0.17007957
1.627247,0.16117159
1.707711,0.15539904
1.8951355,0.14400892
2.1317201,0.13088688
2.375983,0.11906327
2.7105584,0.10596462
3.2173502,0.090155691
3.4629827,0.084181234
3.3894544,0.085801147
3.6451256,0.080037929
3.8765759,0.075465314
3.7299881,0.078203917
3.817266,0.076449141
4.2351894,0.069304727
4.1935978,0.069930613
4.0348096,0.072657444
3.9843011,0.07358411
4.0403895,0.072524346
4.010839,0.073016398
3.9085622,0.074818932
4.2180948,0.069595434
4.4960804,0.065383554
4.523869,0.065202594
4.3416023,0.067788742
4.2647581,0.068966269
4.4197636,0.066666506
4.5278454,0.06520652
4.5910516,0.064318158
4.7815104,0.061875682
5.0368919,0.058883607
5.1717939,0.057336405
5.1906562,0.057228278
5.2000871,0.057046868
5.3570571,0.055371203
5.5994844,0.053034656
5.7026062,0.052085072
5.7277608,0.051916607
5.3063822,0.05593228
4.9945736,0.059257146
4.7432523,0.06214511
4.4894128,0.065637194
4.2351146,0.069340236
4.1252575,0.071071886
3.8493161,0.07592155
3.849354,0.075877689
3.92576,0.074404821
3.6911664,0.079235703
3.5426662,0.082293287
3.5053935,0.083075643
3.4304206,0.084708795
3.5006034,0.083172254
3.7035666,0.078851312
3.8227727,0.076522015
3.9280818,0.074666329
4.071466,0.072126769
4.02389,0.073107325
4.0756006,0.072111197
4.2938576,0.068538882
4.2934532,0.068576053
4.1961145,0.070061915
4.1268554,0.071014397
4.173233,0.070309408
4.0276084,0.07277891
3.6039774,0.080862649
3.5214798,0.082663983
3.3505702,0.086353488
2.9050133,0.098292388
3.1612887,0.091052555
3.410866,0.084952712
3.4821525,0.083250538
3.6511672,0.079954855
3.3607113,0.086216539
3.2151973,0.090085961
3.3416543,0.086781524
3.4981136,0.083372481
3.8010981,0.077023081
4.0651112,0.07230597
3.9675026,0.074104868
3.9021091,0.075263254
3.9494746,0.074481212
3.871181,0.075775906
3.6872799,0.079325035
3.3754082,0.086303562
2.931776,0.098246887
2.6932921,0.10576148
2.5979779,0.10943782
2.5445848,0.11137439
2.6029572,0.10851506
2.9330363,0.097162113
3.5290604,0.082221918
3.6233239,0.080197178
3.4159248,0.084830604
3.1342897,0.092117935
3.0774987,0.093579225
3.4628346,0.084073968
3.8464766,0.075976945
3.9270344,0.074518017
3.9620948,0.073856346
3.9723523,0.07381016
4.1828918,0.070295922
4.7514448,0.062224414
5.3116632,0.055931132
5.6024656,0.05303172
5.573338,0.053421319
5.4014139,0.054970074
5.3852282,0.055131324
5.2526245,0.056476153
4.9615755,0.059667382
4.7090201,0.062569179
4.7070746,0.06278342
4.4410539,0.066343665
3.9620974,0.073908493
3.8977842,0.075055845
3.4856305,0.083470017
3.053314,0.094419219
2.9488373,0.097493991
2.9656594,0.09702003
2.9892106,0.096090622
3.0664179,0.094227262
3.084089,0.09372285
3.1284378,0.092478432
3.3499851,0.086609028
4.1155605,0.071402021
5.0615931,0.058504235
5.6961465,0.052174509
6.430645,0.046355031
7.1711411,0.041611198
7.8109055,0.038352728
8.5994797,0.034821041
9.1671791,0.03268633
9.3623114,0.032004256
9.2597942,0.032357417
9.1498775,0.032719765
9.1924562,0.032596298
8.8307619,0.033925369
7.7929659,0.038381722
6.3414392,0.047004525
5.4447122,0.054539569
4.7482224,0.062144171
4.694211,0.062813669
5.0098944,0.059061501
5.1975341,0.056956615
5.2951903,0.056035735
5.3228421,0.055740494
5.4813762,0.054198336
6.0918922,0.048870984
6.6899066,0.044592738
7.2779484,0.041061286
7.8233008,0.038242739
8.3546124,0.035853211
8.8486547,0.033859607
8.7821064,0.034119744
8.6424227,0.034671206
8.8095598,0.034013417
8.7393551,0.034283806
8.3616791,0.035828017
8.6199589,0.034759525
8.552166,0.035026915
7.4781585,0.039982148
6.4315586,0.046413668
5.6418109,0.052739836
5.3281412,0.05560213
5.1176805,0.057818845
5.1709023,0.05728152
5.6109133,0.052908763
6.1763382,0.048174791
6.7035151,0.044552263
7.0082979,0.042599164
7.3356667,0.040702414
7.6095791,0.039261062
8.0074854,0.03739547
8.396101,0.035663016
8.6467514,0.034637623
8.6444778,0.034650683
8.3310728,0.035928674
8.0871553,0.037051745
7.9038134,0.037836872
7.6608,0.038994636
7.4422717,0.04014108
7.1527586,0.041746419
6.814784,0.043770578
6.5837455,0.045290422
5.9848285,0.049693186
4.9652777,0.05966071
4.3817859,0.067074522
3.8808446,0.074692987
3.517662,0.081517376
3.0153837,0.093473591
2.6512649,0.10489082
2.8572202,0.099151999
3.5402825,0.082106769
4.2117195,0.069797821
4.5627365,0.064714581
4.7454929,0.062335152
4.8408661,0.061241593
4.991014,0.059418559
5.0823989,0.05841244
5.1412582,0.057810739
5.1165071,0.057998497
5.0929399,0.058349498
5.1046839,0.058125798
5.1458049,0.057621241
5.0721545,0.058422722
4.7723308,0.061926618
4.6124434,0.064005978
4.5911975,0.064277105
4.2615004,0.068951324
3.8221161,0.076342478
3.4192107,0.084967218
2.7041705,0.10514286
1.8849525,0.1402006
1.4314073,0.16377394
1.1134669,0.16836642
1.0955954,0.16881311
1.3789661,0.16851743
1.4194747,0.16998541
1.4004908,0.17300077
1.1818818,0.16810009
1.1812334,0.16676058
1.2040628,0.16753531
1.2750454,0.16849007
1.3271426,0.16800767
1.3586949,0.16762181
1.3914081,0.16824988
1.4015628,0.16868976
1.3880258,0.16809608
1.3634454,0.16761981
1.2921773,0.16696666
1.25898,0.16706316
1.2715819,0.16642839
1.2234983,0.16394423
1.1706967,0.16263792
1.1266642,0.16140446
1.0460777,0.16033798
0.98037642,0.15954317
0.91753286,0.15890172
0.89361179,0.15952344
0.87174898,0.15929833
0.81367183,0.15792902
0.76183456,0.15721372
0.73191589,0.15653549
0.72181696,0.15667689
0.74756461,0.15790842
0.77761865,0.15855634
0.82149577,0.15879223
0.90444243,0.1579334
0.92462021,0.15705173
0.89375478,0.15744871
0.93524802,0.15935913
0.96824509,0.16035914
0.94379431,0.16077617
0.89565742,0.16044375
0.86400455,0.15932068
0.87539732,0.15895982
0.81148171,0.15747701
0.74499494,0.15628971
0.75136387,0.15697591
0.77556491,0.15752767
0.78854966,0.15701872
0.76760632,0.15647526
0.76775348,0.15704618
0.76959997,0.15689872
0.71826434,0.1561712
0.65179843,0.15626338
0.6199156,0.15646785
0.61078054,0.15645976
0.63226277,0.15710966
0.68532765,0.15827602
0.76112783,0.15948871
0.83416259,0.16054644
0.89263415,0.16145977
0.93845546,0.16228759
0.98136103,0.16310236
1.0474153,0.16530688
1.106653,0.16770589
1.0623292,0.16612579
0.9749527,0.16314103
0.97308457,0.16353205
0.94812155,0.16316694
0.95001489,0.1646367
1.0403858,0.16760838
1.145329,0.17091669
1.4760885,0.1698997
1.9991919,0.13753463
2.6095135,0.10923917
3.0768011,0.093514182
3.2165785,0.09003146
3.2192836,0.08992146
3.5620518,0.081776232
4.1347871,0.070864797
4.5485301,0.064779885
4.8601174,0.0607513
5.0792279,0.058244027
5.0997539,0.058106691
5.1954718,0.057005536
5.338469,0.055645544
5.4625015,0.054343909
5.6388588,0.052649919
5.7283554,0.051846758
5.6756086,0.052296426
5.4472561,0.05438517
5.3220606,0.055702627
5.2666774,0.056285087
5.084425,0.05822758
5.0509648,0.05865664
4.8461833,0.061060373
4.6478643,0.063529447
4.4397669,0.066382892
4.4244909,0.066602923
4.5601115,0.064571269
4.4361691,0.066445805
4.2887907,0.068625323
4.2741265,0.068860084
4.2603402,0.069054827
4.3030787,0.06847062
4.4821553,0.065876789
4.7503662,0.062242828
5.0641699,0.058590226
5.2229948,0.056771599
5.1791987,0.057365671
5.2622504,0.056376677
5.4631834,0.054311451
5.5874286,0.053145457
5.5428185,0.053541914
5.6426215,0.052602276
5.6470156,0.052600626
5.3513556,0.055385709
4.9099393,0.06025295
4.2486382,0.068983093
3.6863184,0.078535236
3.4612327,0.083184168
3.0576677,0.092703238
2.8542511,0.098789752
3.090219,0.092250235
3.6925411,0.078910984
4.3154712,0.068147063
4.6629562,0.063262895
4.9051909,0.060300145
5.240108,0.056664005
5.6024013,0.053050958
5.8596559,0.050723724
6.0968342,0.04887446
6.2364426,0.047750484
6.4013267,0.046659753
6.445025,0.04624093
6.722312,0.044322766
6.8793836,0.043357037
6.7864289,0.043949846
6.8058729,0.04381251
6.9988589,0.04263084
6.9331446,0.043016825
6.6434021,0.044889171
6.5277462,0.045681842
6.3258657,0.047090627
6.0566282,0.049126919
5.8562121,0.050764602
5.9190044,0.050247524
6.1963363,0.048007768
6.3545918,0.046962447
6.3111987,0.0472176
6.3101473,0.0472451
6.4290128,0.046386201
6.5922346,0.045269646
6.8001571,0.043905534
7.0454669,0.042421177
7.2302961,0.041317951
7.3199415,0.040816564
7.2491632,0.041321781
7.183126,0.041589141
7.1982245,0.041488077
7.132997,0.041858763
6.9433742,0.042969543
6.8564873,0.043520965
6.8944302,0.043299925
6.5334802,0.045637924
5.7594104,0.051576275
5.1829538,0.057263095
4.8205872,0.061287686
4.4163637,0.06656342
4.2635069,0.068804823
4.5628853,0.064468361
4.9236045,0.059952982
5.0018988,0.059267819
4.9479852,0.059894681
5.1753411,0.057288945
5.3544388,0.055444192
5.4445648,0.054544102
5.5421071,0.053618591
5.6968784,0.052212521
5.8808122,0.050674066
5.7845449,0.051453546
5.8405476,0.051055349
6.96246,0.042829983
8.3343058,0.035862766
9.0916281,0.032943111
9.2993765,0.032221805
9.4049082,0.031843096
9.2778082,0.032292876
8.8528595,0.033821814
7.5709205,0.039480083
6.8998985,0.043255862
6.3942509,0.046587344
6.0914507,0.048852544
5.7673674,0.051523745
5.5752382,0.053235676
6.2680612,0.047443654
6.8775606,0.04343082
7.2011576,0.041418135
7.456028,0.040026687
7.5802913,0.039399557
7.4479213,0.040107593
7.6748891,0.038942698
8.0594978,0.037121195
8.2309475,0.036360599
8.4196491,0.035551734
8.5865021,0.034897007
8.828721,0.033937767
9.0974855,0.032936927
9.1371803,0.032793257
8.9910793,0.033318873
9.0749712,0.033008426
8.9743958,0.033388019
8.4165888,0.035592087
7.5188842,0.039760225
6.8935008,0.043337483
